day,eggsal,loc,target_sal,survive,dead_perday,ref_surv,alive
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
5,0,inland,0,49,1,50,1
6,0,inland,0,48,1,49,0
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
6,0,inland,0,48,1,49,1
1,4,inland,4,49,1,50,0
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
1,4,inland,4,49,1,50,1
2,4,inland,4,47,2,49,0
2,4,inland,4,47,2,49,0
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
2,4,inland,4,47,2,49,1
3,4,inland,4,46,1,47,0
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
3,4,inland,4,46,1,47,1
4,4,inland,4,44,2,46,0
4,4,inland,4,44,2,46,0
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
4,4,inland,4,44,2,46,1
5,4,inland,4,43,1,44,0
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
5,4,inland,4,43,1,44,1
